datetime,observer,data_source,polyid,surveyed,waypoint,nonpup_count,pup_count,water_count,air_temp,wind_speed,wind_direction,sky_condition,precip
8/10/12 15:10,Withrow/Burns,NOAA-NMML,JF19,1,JF19A,0,0,,60s,15-May,NA,Partly Cloudy,No Precip
8/10/12 15:10,Withrow/Burns,NOAA-NMML,JF18,0,JF18A,NA,NA,,60s,15-May,NA,Partly Cloudy,No Precip
8/10/12 15:10,Withrow/Burns,NOAA-NMML,JF16,0,JF16M,NA,NA,,60s,15-May,NA,Partly Cloudy,No Precip
8/10/12 15:10,Withrow/Burns,NOAA-NMML,Other,0,Other,NA,NA,,60s,15-May,NA,Partly Cloudy,No Precip
7/10/12 14:11,Withrow,NOAA-NMML,JF15,1,JF15A,0,0,,50s,16-25,NA,Overcast,No Precip
7/10/12 14:11,Withrow,NOAA-NMML,JF15,1,JF15B,0,0,,50s,16-25,NA,Overcast,No Precip
7/10/12 14:11,Withrow,NOAA-NMML,JF15,1,JF15C,0,0,,50s,16-25,NA,Overcast,No Precip
7/10/12 14:11,Withrow,NOAA-NMML,JF16,1,JF16H,102,38,,50s,16-25,NA,Overcast,No Precip
7/10/12 14:11,Withrow,NOAA-NMML,JF16,1,JF16J,0,0,,50s,16-25,NA,Overcast,No Precip
7/10/12 14:11,Withrow,NOAA-NMML,JF16,1,JF16K,0,0,,50s,16-25,NA,Overcast,No Precip
7/10/12 14:11,Withrow,NOAA-NMML,JF16,1,JF16L,0,0,,50s,16-25,NA,Overcast,No Precip
7/10/12 14:11,Withrow,NOAA-NMML,JF16,1,JF16CD,10,5,,50s,16-25,NA,Overcast,No Precip
7/10/12 14:11,Withrow,NOAA-NMML,JF16,1,JF16EF,0,0,,50s,16-25,NA,Overcast,No Precip
7/10/12 14:11,Withrow,NOAA-NMML,JF16,1,JF16G,0,0,,50s,16-25,NA,Overcast,No Precip
7/10/12 14:11,Withrow,NOAA-NMML,JF16,1,JF16A,0,0,,50s,16-25,NA,Overcast,No Precip
7/10/12 14:11,Withrow,NOAA-NMML,JF19,1,JF19BD,13,0,,50s,16-25,NA,Overcast,No Precip
7/10/12 14:11,Withrow,NOAA-NMML,JF19,1,JF19A,0,0,,50s,16-25,NA,Overcast,No Precip
7/10/12 14:11,Withrow,NOAA-NMML,JF18,0,JF18A,NA,NA,,50s,16-25,NA,Overcast,No Precip
7/10/12 14:11,Withrow,NOAA-NMML,JF16,0,JF16M,NA,NA,,50s,16-25,NA,Overcast,No Precip
7/10/12 14:11,Withrow,NOAA-NMML,Other,0,Other,NA,NA,,50s,16-25,NA,Overcast,No Precip
4/3/12 15:30,Withrow/Dahle,NOAA-NMML,JF15,1,JF15A,0,0,,22,16-25,NA,Clear,No Precip
4/3/12 15:30,Withrow/Dahle,NOAA-NMML,JF15,1,JF15B,0,0,,22,16-25,NA,Clear,No Precip
4/3/12 15:30,Withrow/Dahle,NOAA-NMML,JF15,1,JF15C,0,0,,22,16-25,NA,Clear,No Precip
4/3/12 15:30,Withrow/Dahle,NOAA-NMML,JF16,1,JF16H,0,0,,22,16-25,NA,Clear,No Precip
4/3/12 15:30,Withrow/Dahle,NOAA-NMML,JF16,1,JF16J,0,0,,22,16-25,NA,Clear,No Precip
4/3/12 15:30,Withrow/Dahle,NOAA-NMML,JF16,1,JF16K,0,0,,22,16-25,NA,Clear,No Precip
4/3/12 15:30,Withrow/Dahle,NOAA-NMML,JF16,1,JF16L,0,0,,22,16-25,NA,Clear,No Precip
4/3/12 15:30,Withrow/Dahle,NOAA-NMML,JF16,1,JF16CD,0,0,,22,16-25,NA,Clear,No Precip
4/3/12 15:30,Withrow/Dahle,NOAA-NMML,JF16,1,JF16EF,0,0,,22,16-25,NA,Clear,No Precip
4/3/12 15:30,Withrow/Dahle,NOAA-NMML,JF16,1,JF16G,0,0,,22,16-25,NA,Clear,No Precip
4/3/12 15:30,Withrow/Dahle,NOAA-NMML,JF16,1,JF16A,0,0,,22,16-25,NA,Clear,No Precip
4/3/12 15:30,Withrow/Dahle,NOAA-NMML,JF19,1,JF19BD,0,0,,22,16-25,NA,Clear,No Precip
4/3/12 15:30,Withrow/Dahle,NOAA-NMML,JF19,1,JF19A,0,0,,22,16-25,NA,Clear,No Precip
4/3/12 15:30,Withrow/Dahle,NOAA-NMML,JF18,0,JF18A,NA,NA,,22,16-25,NA,Clear,No Precip
4/3/12 15:30,Withrow/Dahle,NOAA-NMML,JF16,0,JF16M,NA,NA,,22,16-25,NA,Clear,No Precip
4/3/12 15:30,Withrow/Dahle,NOAA-NMML,Other,0,Other,NA,NA,,22,16-25,NA,Clear,No Precip
11/7/11 15:03,Withrow/Kugo/Wynne,NOAA-NMML,JF15,1,JF15A,0,0,,<40,>25,NA,Overcast,No Precip
11/7/11 15:03,Withrow/Kugo/Wynne,NOAA-NMML,JF15,1,JF15B,0,0,,<40,>25,NA,Overcast,No Precip
11/7/11 15:03,Withrow/Kugo/Wynne,NOAA-NMML,JF15,1,JF15C,0,0,,<40,>25,NA,Overcast,No Precip
11/7/11 15:03,Withrow/Kugo/Wynne,NOAA-NMML,JF16,1,JF16H,0,0,,<40,>25,NA,Overcast,No Precip
11/7/11 15:03,Withrow/Kugo/Wynne,NOAA-NMML,JF16,1,JF16J,0,0,,<40,>25,NA,Overcast,No Precip
11/7/11 15:03,Withrow/Kugo/Wynne,NOAA-NMML,JF16,1,JF16K,0,0,,<40,>25,NA,Overcast,No Precip
11/7/11 15:03,Withrow/Kugo/Wynne,NOAA-NMML,JF16,1,JF16L,0,0,,<40,>25,NA,Overcast,No Precip
11/7/11 15:03,Withrow/Kugo/Wynne,NOAA-NMML,JF16,1,JF16CD,0,0,,<40,>25,NA,Overcast,No Precip
11/7/11 15:03,Withrow/Kugo/Wynne,NOAA-NMML,JF16,1,JF16EF,0,0,,<40,>25,NA,Overcast,No Precip
11/7/11 15:03,Withrow/Kugo/Wynne,NOAA-NMML,JF16,1,JF16G,0,0,,<40,>25,NA,Overcast,No Precip
11/7/11 15:03,Withrow/Kugo/Wynne,NOAA-NMML,JF16,1,JF16A,0,0,,<40,>25,NA,Overcast,No Precip
11/7/11 15:03,Withrow/Kugo/Wynne,NOAA-NMML,JF19,1,JF19BD,0,0,,<40,>25,NA,Overcast,No Precip
11/7/11 15:03,Withrow/Kugo/Wynne,NOAA-NMML,JF19,1,JF19A,0,0,,<40,>25,NA,Overcast,No Precip
11/7/11 15:03,Withrow/Kugo/Wynne,NOAA-NMML,JF18,0,JF18A,NA,NA,,<40,>25,NA,Overcast,No Precip
11/7/11 15:03,Withrow/Kugo/Wynne,NOAA-NMML,JF16,0,JF16M,NA,NA,,<40,>25,NA,Overcast,No Precip
11/7/11 15:03,Withrow/Kugo/Wynne,NOAA-NMML,Other,0,Other,NA,NA,,<40,>25,NA,Overcast,No Precip
8/15/11 17:23,Withrow/Yano,NOAA-NMML,JF15,1,JF15A,0,0,,50s,15-May,NA,Partly Cloudy,No Precip
8/15/11 17:23,Withrow/Yano,NOAA-NMML,JF15,1,JF15B,0,0,,50s,15-May,NA,Partly Cloudy,No Precip
8/15/11 17:23,Withrow/Yano,NOAA-NMML,JF15,1,JF15C,0,0,,50s,15-May,NA,Partly Cloudy,No Precip
8/15/11 17:23,Withrow/Yano,NOAA-NMML,JF16,1,JF16H,49,15,,50s,15-May,NA,Partly Cloudy,No Precip
8/15/11 17:23,Withrow/Yano,NOAA-NMML,JF16,1,JF16J,0,0,,50s,15-May,NA,Partly Cloudy,No Precip
8/15/11 17:23,Withrow/Yano,NOAA-NMML,JF16,1,JF16K,0,0,,50s,15-May,NA,Partly Cloudy,No Precip
8/15/11 17:23,Withrow/Yano,NOAA-NMML,JF16,1,JF16L,14,0,,50s,15-May,NA,Partly Cloudy,No Precip
8/15/11 17:23,Withrow/Yano,NOAA-NMML,JF16,1,JF16CD,0,0,,50s,15-May,NA,Partly Cloudy,No Precip
8/15/11 17:23,Withrow/Yano,NOAA-NMML,JF16,1,JF16EF,34,1,,50s,15-May,NA,Partly Cloudy,No Precip
8/15/11 17:23,Withrow/Yano,NOAA-NMML,JF16,1,JF16G,0,0,,50s,15-May,NA,Partly Cloudy,No Precip
8/15/11 17:23,Withrow/Yano,NOAA-NMML,JF16,1,JF16A,0,0,,50s,15-May,NA,Partly Cloudy,No Precip
8/15/11 17:23,Withrow/Yano,NOAA-NMML,JF19,1,JF19BD,39,6,,50s,15-May,NA,Partly Cloudy,No Precip
8/15/11 17:23,Withrow/Yano,NOAA-NMML,JF19,1,JF19A,0,0,,50s,15-May,NA,Partly Cloudy,No Precip
8/15/11 17:23,Withrow/Yano,NOAA-NMML,JF18,0,JF18A,NA,NA,,50s,15-May,NA,Partly Cloudy,No Precip
8/15/11 17:23,Withrow/Yano,NOAA-NMML,JF16,0,JF16M,NA,NA,,50s,15-May,NA,Partly Cloudy,No Precip
8/15/11 17:23,Withrow/Yano,NOAA-NMML,Other,0,Other,NA,NA,,50s,15-May,NA,Partly Cloudy,No Precip
8/13/11 21:35,Withrow/Yano,NOAA-NMML,JF15,1,JF15A,0,0,,50s,15-May,NA,Partly Cloudy,No Precip
8/13/11 21:35,Withrow/Yano,NOAA-NMML,JF15,1,JF15B,0,0,,50s,15-May,NA,Partly Cloudy,No Precip
8/13/11 21:35,Withrow/Yano,NOAA-NMML,JF15,1,JF15C,0,0,,50s,15-May,NA,Partly Cloudy,No Precip
8/13/11 21:35,Withrow/Yano,NOAA-NMML,JF16,1,JF16H,37,5,,50s,15-May,NA,Partly Cloudy,No Precip
8/13/11 21:35,Withrow/Yano,NOAA-NMML,JF16,1,JF16J,0,0,,50s,15-May,NA,Partly Cloudy,No Precip
8/13/11 21:35,Withrow/Yano,NOAA-NMML,JF16,1,JF16K,0,0,,50s,15-May,NA,Partly Cloudy,No Precip
8/13/11 21:35,Withrow/Yano,NOAA-NMML,JF16,1,JF16L,0,0,,50s,15-May,NA,Partly Cloudy,No Precip
8/13/11 21:35,Withrow/Yano,NOAA-NMML,JF16,1,JF16CD,0,0,,50s,15-May,NA,Partly Cloudy,No Precip
8/13/11 21:35,Withrow/Yano,NOAA-NMML,JF16,1,JF16EF,83,4,,50s,15-May,NA,Partly Cloudy,No Precip
8/13/11 21:35,Withrow/Yano,NOAA-NMML,JF16,1,JF16G,0,0,,50s,15-May,NA,Partly Cloudy,No Precip
8/13/11 21:35,Withrow/Yano,NOAA-NMML,JF16,1,JF16A,0,0,,50s,15-May,NA,Partly Cloudy,No Precip
8/13/11 21:35,Withrow/Yano,NOAA-NMML,JF19,1,JF19BD,60,7,,50s,15-May,NA,Partly Cloudy,No Precip
8/13/11 21:35,Withrow/Yano,NOAA-NMML,JF19,1,JF19A,0,0,,50s,15-May,NA,Partly Cloudy,No Precip
8/13/11 21:35,Withrow/Yano,NOAA-NMML,JF18,0,JF18A,NA,NA,,50s,15-May,NA,Partly Cloudy,No Precip
8/13/11 21:35,Withrow/Yano,NOAA-NMML,JF16,0,JF16M,NA,NA,,50s,15-May,NA,Partly Cloudy,No Precip
8/13/11 21:35,Withrow/Yano,NOAA-NMML,Other,0,Other,NA,NA,,50s,15-May,NA,Partly Cloudy,No Precip
7/15/11 14:00,Withrow/Burns,NOAA-NMML,JF15,1,JF15A,0,0,,40s,>5,NA,Fog,No Precip
7/15/11 14:00,Withrow/Burns,NOAA-NMML,JF15,1,JF15B,0,0,,40s,>5,NA,Fog,No Precip
7/15/11 14:00,Withrow/Burns,NOAA-NMML,JF15,1,JF15C,0,0,,40s,>5,NA,Fog,No Precip
7/15/11 14:00,Withrow/Burns,NOAA-NMML,JF16,1,JF16H,104,35,,40s,>5,NA,Fog,No Precip
7/15/11 14:00,Withrow/Burns,NOAA-NMML,JF16,1,JF16J,0,0,,40s,>5,NA,Fog,No Precip
7/15/11 14:00,Withrow/Burns,NOAA-NMML,JF16,1,JF16K,0,0,,40s,>5,NA,Fog,No Precip
7/15/11 14:00,Withrow/Burns,NOAA-NMML,JF16,1,JF16L,0,0,,40s,>5,NA,Fog,No Precip
7/15/11 14:00,Withrow/Burns,NOAA-NMML,JF16,1,JF16CD,0,0,,40s,>5,NA,Fog,No Precip
7/15/11 14:00,Withrow/Burns,NOAA-NMML,JF16,1,JF16EF,0,0,,40s,>5,NA,Fog,No Precip
7/15/11 14:00,Withrow/Burns,NOAA-NMML,JF16,1,JF16G,0,0,,40s,>5,NA,Fog,No Precip
7/15/11 14:00,Withrow/Burns,NOAA-NMML,JF16,1,JF16A,0,0,,40s,>5,NA,Fog,No Precip
7/15/11 14:00,Withrow/Burns,NOAA-NMML,JF19,1,JF19BD,34,8,,40s,>5,NA,Fog,No Precip
7/15/11 14:00,Withrow/Burns,NOAA-NMML,JF19,1,JF19A,0,0,,40s,>5,NA,Fog,No Precip
7/15/11 14:00,Withrow/Burns,NOAA-NMML,JF18,0,JF18A,NA,NA,,40s,>5,NA,Fog,No Precip
7/15/11 14:00,Withrow/Burns,NOAA-NMML,JF16,0,JF16M,NA,NA,,40s,>5,NA,Fog,No Precip
7/15/11 14:00,Withrow/Burns,NOAA-NMML,Other,0,Other,NA,NA,,40s,>5,NA,Fog,No Precip
6/17/11 13:47,Withrow/Burns/Askaok/Van Landen,NOAA-NMML,JF15,1,JF15A,0,0,,50s,15-May,NA,Clear,No Precip
6/17/11 13:47,Withrow/Burns/Askaok/Van Landen,NOAA-NMML,JF15,1,JF15B,0,0,,50s,15-May,NA,Clear,No Precip
6/17/11 13:47,Withrow/Burns/Askaok/Van Landen,NOAA-NMML,JF15,1,JF15C,0,0,,50s,15-May,NA,Clear,No Precip
6/17/11 13:47,Withrow/Burns/Askaok/Van Landen,NOAA-NMML,JF16,1,JF16H,39,3,,50s,15-May,NA,Clear,No Precip
6/17/11 13:47,Withrow/Burns/Askaok/Van Landen,NOAA-NMML,JF16,1,JF16J,0,0,,50s,15-May,NA,Clear,No Precip
6/17/11 13:47,Withrow/Burns/Askaok/Van Landen,NOAA-NMML,JF16,1,JF16K,0,0,,50s,15-May,NA,Clear,No Precip
6/17/11 13:47,Withrow/Burns/Askaok/Van Landen,NOAA-NMML,JF16,1,JF16L,0,0,,50s,15-May,NA,Clear,No Precip
6/17/11 13:47,Withrow/Burns/Askaok/Van Landen,NOAA-NMML,JF16,1,JF16CD,12,1,,50s,15-May,NA,Clear,No Precip
6/17/11 13:47,Withrow/Burns/Askaok/Van Landen,NOAA-NMML,JF16,1,JF16EF,0,0,,50s,15-May,NA,Clear,No Precip
6/17/11 13:47,Withrow/Burns/Askaok/Van Landen,NOAA-NMML,JF16,1,JF16G,0,0,,50s,15-May,NA,Clear,No Precip
6/17/11 13:47,Withrow/Burns/Askaok/Van Landen,NOAA-NMML,JF16,1,JF16A,0,0,,50s,15-May,NA,Clear,No Precip
6/17/11 13:47,Withrow/Burns/Askaok/Van Landen,NOAA-NMML,JF19,1,JF19BD,24,0,,50s,15-May,NA,Clear,No Precip
6/17/11 13:47,Withrow/Burns/Askaok/Van Landen,NOAA-NMML,JF19,1,JF19A,0,0,,50s,15-May,NA,Clear,No Precip
6/17/11 13:47,Withrow/Burns/Askaok/Van Landen,NOAA-NMML,JF18,0,JF18A,NA,NA,,50s,15-May,NA,Clear,No Precip
6/17/11 13:47,Withrow/Burns/Askaok/Van Landen,NOAA-NMML,JF16,0,JF16M,NA,NA,,50s,15-May,NA,Clear,No Precip
6/17/11 13:47,Withrow/Burns/Askaok/Van Landen,NOAA-NMML,Other,0,Other,NA,NA,,50s,15-May,NA,Clear,No Precip
4/14/11 14:37,Withrow/Burns/Askaok/Seagers,NOAA-NMML,JF15,1,JF15A,0,0,,<40,15-May,NA,Partly Cloudy,No Precip
4/14/11 14:37,Withrow/Burns/Askaok/Seagers,NOAA-NMML,JF15,1,JF15B,0,0,,<40,15-May,NA,Partly Cloudy,No Precip
4/14/11 14:37,Withrow/Burns/Askaok/Seagers,NOAA-NMML,JF15,1,JF15C,0,0,,<40,15-May,NA,Partly Cloudy,No Precip
4/14/11 14:37,Withrow/Burns/Askaok/Seagers,NOAA-NMML,JF16,1,JF16H,0,0,,<40,15-May,NA,Partly Cloudy,No Precip
4/14/11 14:37,Withrow/Burns/Askaok/Seagers,NOAA-NMML,JF16,1,JF16J,0,0,,<40,15-May,NA,Partly Cloudy,No Precip
4/14/11 14:37,Withrow/Burns/Askaok/Seagers,NOAA-NMML,JF16,1,JF16K,0,0,,<40,15-May,NA,Partly Cloudy,No Precip
4/14/11 14:37,Withrow/Burns/Askaok/Seagers,NOAA-NMML,JF16,1,JF16L,0,0,,<40,15-May,NA,Partly Cloudy,No Precip
4/14/11 14:37,Withrow/Burns/Askaok/Seagers,NOAA-NMML,JF16,1,JF16CD,0,0,,<40,15-May,NA,Partly Cloudy,No Precip
4/14/11 14:37,Withrow/Burns/Askaok/Seagers,NOAA-NMML,JF16,1,JF16EF,0,0,,<40,15-May,NA,Partly Cloudy,No Precip
4/14/11 14:37,Withrow/Burns/Askaok/Seagers,NOAA-NMML,JF16,1,JF16G,0,0,,<40,15-May,NA,Partly Cloudy,No Precip
4/14/11 14:37,Withrow/Burns/Askaok/Seagers,NOAA-NMML,JF16,1,JF16A,0,0,,<40,15-May,NA,Partly Cloudy,No Precip
4/14/11 14:37,Withrow/Burns/Askaok/Seagers,NOAA-NMML,JF19,1,JF19BD,0,0,,<40,15-May,NA,Partly Cloudy,No Precip
4/14/11 14:37,Withrow/Burns/Askaok/Seagers,NOAA-NMML,JF19,1,JF19A,0,0,,<40,15-May,NA,Partly Cloudy,No Precip
4/14/11 14:37,Withrow/Burns/Askaok/Seagers,NOAA-NMML,JF18,0,JF18A,NA,NA,,<40,15-May,NA,Partly Cloudy,No Precip
4/14/11 14:37,Withrow/Burns/Askaok/Seagers,NOAA-NMML,JF16,0,JF16M,NA,NA,,<40,15-May,NA,Partly Cloudy,No Precip
4/14/11 14:37,Withrow/Burns/Askaok/Seagers,NOAA-NMML,Other,1,Other,73,0,,<40,15-May,NA,Partly Cloudy,No Precip
11/3/10 14:04,Withrow/Burns/Askaok,NOAA-NMML,JF15,1,JF15A,0,0,,<40,15-May,NA,Partly Cloudy,No Precip
11/3/10 14:04,Withrow/Burns/Askaok,NOAA-NMML,JF15,1,JF15B,0,0,,<40,15-May,NA,Partly Cloudy,No Precip
11/3/10 14:04,Withrow/Burns/Askaok,NOAA-NMML,JF15,1,JF15C,0,0,,<40,15-May,NA,Partly Cloudy,No Precip
11/3/10 14:04,Withrow/Burns/Askaok,NOAA-NMML,JF16,1,JF16H,0,0,,<40,15-May,NA,Partly Cloudy,No Precip
11/3/10 14:04,Withrow/Burns/Askaok,NOAA-NMML,JF16,1,JF16J,0,0,,<40,15-May,NA,Partly Cloudy,No Precip
11/3/10 14:04,Withrow/Burns/Askaok,NOAA-NMML,JF16,1,JF16K,0,0,,<40,15-May,NA,Partly Cloudy,No Precip
11/3/10 14:04,Withrow/Burns/Askaok,NOAA-NMML,JF16,1,JF16L,0,0,,<40,15-May,NA,Partly Cloudy,No Precip
11/3/10 14:04,Withrow/Burns/Askaok,NOAA-NMML,JF16,1,JF16CD,0,0,,<40,15-May,NA,Partly Cloudy,No Precip
11/3/10 14:04,Withrow/Burns/Askaok,NOAA-NMML,JF16,1,JF16EF,0,0,,<40,15-May,NA,Partly Cloudy,No Precip
11/3/10 14:04,Withrow/Burns/Askaok,NOAA-NMML,JF16,1,JF16G,0,0,,<40,15-May,NA,Partly Cloudy,No Precip
11/3/10 14:04,Withrow/Burns/Askaok,NOAA-NMML,JF16,1,JF16A,0,0,,<40,15-May,NA,Partly Cloudy,No Precip
11/3/10 14:04,Withrow/Burns/Askaok,NOAA-NMML,JF19,1,JF19BD,8,0,,<40,15-May,NA,Partly Cloudy,No Precip
11/3/10 14:04,Withrow/Burns/Askaok,NOAA-NMML,JF19,1,JF19A,0,0,,<40,15-May,NA,Partly Cloudy,No Precip
11/3/10 14:04,Withrow/Burns/Askaok,NOAA-NMML,JF18,0,JF18A,NA,NA,,<40,15-May,NA,Partly Cloudy,No Precip
11/3/10 14:04,Withrow/Burns/Askaok,NOAA-NMML,JF16,0,JF16M,NA,NA,,<40,15-May,NA,Partly Cloudy,No Precip
11/3/10 14:04,Withrow/Burns/Askaok,NOAA-NMML,Other,0,Other,NA,NA,,<40,15-May,NA,Partly Cloudy,No Precip
8/24/10 14:18,Withrow/Yano,NOAA-NMML,JF15,1,JF15A,0,0,,60s,15-May,NA,Partly Cloudy,No Precip
8/24/10 14:18,Withrow/Yano,NOAA-NMML,JF15,1,JF15B,0,0,,60s,15-May,NA,Partly Cloudy,No Precip
8/24/10 14:18,Withrow/Yano,NOAA-NMML,JF15,1,JF15C,0,0,,60s,15-May,NA,Partly Cloudy,No Precip
8/24/10 14:18,Withrow/Yano,NOAA-NMML,JF16,1,JF16H,4,0,,60s,15-May,NA,Partly Cloudy,No Precip
8/24/10 14:18,Withrow/Yano,NOAA-NMML,JF16,1,JF16J,0,0,,60s,15-May,NA,Partly Cloudy,No Precip
8/24/10 14:18,Withrow/Yano,NOAA-NMML,JF16,1,JF16K,0,0,,60s,15-May,NA,Partly Cloudy,No Precip
8/24/10 14:18,Withrow/Yano,NOAA-NMML,JF16,1,JF16L,0,0,,60s,15-May,NA,Partly Cloudy,No Precip
8/24/10 14:18,Withrow/Yano,NOAA-NMML,JF16,1,JF16CD,0,0,,60s,15-May,NA,Partly Cloudy,No Precip
8/24/10 14:18,Withrow/Yano,NOAA-NMML,JF16,1,JF16EF,96,0,,60s,15-May,NA,Partly Cloudy,No Precip
8/24/10 14:18,Withrow/Yano,NOAA-NMML,JF16,1,JF16G,0,0,,60s,15-May,NA,Partly Cloudy,No Precip
8/24/10 14:18,Withrow/Yano,NOAA-NMML,JF16,1,JF16A,0,0,,60s,15-May,NA,Partly Cloudy,No Precip
8/24/10 14:18,Withrow/Yano,NOAA-NMML,JF19,1,JF19BD,79,0,,60s,15-May,NA,Partly Cloudy,No Precip
8/24/10 14:18,Withrow/Yano,NOAA-NMML,JF19,1,JF19A,0,0,,60s,15-May,NA,Partly Cloudy,No Precip
8/24/10 14:18,Withrow/Yano,NOAA-NMML,JF18,0,JF18A,NA,NA,,60s,15-May,NA,Partly Cloudy,No Precip
8/24/10 14:18,Withrow/Yano,NOAA-NMML,JF16,0,JF16M,NA,NA,,60s,15-May,NA,Partly Cloudy,No Precip
8/24/10 14:18,Withrow/Yano,NOAA-NMML,Other,0,Other,NA,NA,,60s,15-May,NA,Partly Cloudy,No Precip
8/3/10 16:14,Withrow,NOAA-NMML,JF15,1,JF15A,0,0,,50s,>25,NA,Overcast,No Precip
8/3/10 16:14,Withrow,NOAA-NMML,JF15,1,JF15B,0,0,,50s,>25,NA,Overcast,No Precip
8/3/10 16:14,Withrow,NOAA-NMML,JF15,1,JF15C,0,0,,50s,>25,NA,Overcast,No Precip
8/3/10 16:14,Withrow,NOAA-NMML,JF16,1,JF16H,105,45,,50s,>25,NA,Overcast,No Precip
8/3/10 16:14,Withrow,NOAA-NMML,JF16,1,JF16J,0,0,,50s,>25,NA,Overcast,No Precip
8/3/10 16:14,Withrow,NOAA-NMML,JF16,1,JF16K,0,0,,50s,>25,NA,Overcast,No Precip
8/3/10 16:14,Withrow,NOAA-NMML,JF16,1,JF16L,0,0,,50s,>25,NA,Overcast,No Precip
8/3/10 16:14,Withrow,NOAA-NMML,JF16,1,JF16CD,2,0,,50s,>25,NA,Overcast,No Precip
8/3/10 16:14,Withrow,NOAA-NMML,JF16,1,JF16EF,50,3,,50s,>25,NA,Overcast,No Precip
8/3/10 16:14,Withrow,NOAA-NMML,JF16,1,JF16G,1,0,,50s,>25,NA,Overcast,No Precip
8/3/10 16:14,Withrow,NOAA-NMML,JF16,1,JF16A,0,0,,50s,>25,NA,Overcast,No Precip
8/3/10 16:14,Withrow,NOAA-NMML,JF19,1,JF19BD,30,7,,50s,>25,NA,Overcast,No Precip
8/3/10 16:14,Withrow,NOAA-NMML,JF19,1,JF19A,0,0,,50s,>25,NA,Overcast,No Precip
8/3/10 16:14,Withrow,NOAA-NMML,JF18,0,JF18A,NA,NA,,50s,>25,NA,Overcast,No Precip
8/3/10 16:14,Withrow,NOAA-NMML,JF16,0,JF16M,NA,NA,,50s,>25,NA,Overcast,No Precip
8/3/10 16:14,Withrow,NOAA-NMML,Other,0,Other,NA,NA,,50s,>25,NA,Overcast,No Precip
